Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,is_outlier
12583.0,13295.44,27,2011-12-07 08:07:00,2,True
12590.0,9341.26,1,2011-05-12 14:46:00,210,True
12600.0,4444.35,20,2011-11-11 10:29:00,28,True
12613.0,6295.07,9,2011-10-13 14:59:00,56,True
12615.0,5362.98,8,2011-12-07 15:02:00,1,True
12621.0,22525.81,35,2011-12-08 11:25:00,1,True
12626.0,5954.48,9,2011-11-16 16:06:00,22,True
12637.0,8142.3099999999995,12,2011-10-03 13:46:00,66,True
12643.0,7849.42,11,2011-08-03 12:56:00,127,True
12647.0,14916.35,35,2011-11-17 12:56:00,21,True
12656.0,5723.83,8,2011-11-22 13:42:00,16,True
12662.0,6374.02,20,2011-12-09 11:59:00,0,True
12664.0,5420.04,11,2011-12-01 17:07:00,7,True
12668.0,9967.68,9,2011-11-28 10:56:00,11,True
12678.0,32595.18,15,2011-10-28 13:04:00,41,True
12681.0,27898.28,44,2011-11-25 11:33:00,14,True
12682.0,21693.91,51,2011-12-06 10:00:00,3,True
12683.0,11400.78,20,2011-12-05 16:28:00,3,True
12705.0,11114.1,13,2011-11-24 13:17:00,14,True
12708.0,4738.1,18,2011-11-10 09:52:00,29,True
12709.0,30162.76,32,2011-11-24 15:38:00,14,True
12712.0,6401.66,21,2011-11-11 08:19:00,28,True
12714.0,12815.710000000001,12,2011-11-30 15:43:00,8,True
12720.0,7306.67,29,2011-12-07 08:03:00,2,True
12731.0,25631.71,17,2011-11-16 11:59:00,23,True
12744.0,13158.16,8,2011-10-14 14:54:00,55,True
12747.0,9276.539999999999,26,2011-12-07 14:34:00,1,True
12748.0,52191.31,322,2011-12-09 12:20:00,0,True
12749.0,6847.36,9,2011-12-06 09:56:00,3,True
12753.0,21429.39,6,2011-11-17 10:52:00,22,True
12755.0,9030.66,11,2011-03-04 12:42:00,280,True
12758.0,9903.24,7,2011-08-15 10:22:00,116,True
12766.0,9116.28,9,2011-12-06 08:46:00,3,True
12779.0,6722.2699999999995,14,2011-11-02 11:43:00,37,True
12798.0,8510.93,4,2011-11-29 15:52:00,9,True
12823.0,6501.5,18,2011-09-26 07:35:00,74,True
12830.0,6814.64,6,2011-11-02 11:54:00,37,True
12835.0,6043.31,41,2010-10-08 10:59:00,427,True
12836.0,6585.62,15,2011-10-11 15:10:00,58,True
12839.0,10071.73,26,2011-12-07 12:33:00,2,True
12841.0,7540.68,40,2011-12-05 11:13:00,4,True
12843.0,6466.92,28,2011-10-05 12:09:00,65,True
12867.0,7913.29,13,2011-11-13 15:30:00,25,True
12877.0,2955.17,20,2011-12-06 10:30:00,3,True
12901.0,17654.54,28,2011-12-01 10:07:00,8,True
12910.0,5796.52,13,2011-11-16 14:28:00,22,True
12913.0,6700.860000000001,13,2011-12-05 12:11:00,4,True
12921.0,35921.04,74,2011-11-30 16:22:00,8,True
12931.0,92347.34,57,2011-11-18 12:39:00,21,True
12939.0,25264.8,20,2011-10-06 14:33:00,63,True
12949.0,15526.7,22,2011-11-09 11:25:00,30,True
12957.0,8706.97,13,2011-11-30 09:53:00,9,True
12971.0,15972.79,116,2011-12-06 12:20:00,3,True
12980.0,16245.78,21,2011-07-05 09:34:00,157,True
12989.0,13551.75,33,2011-12-06 15:28:00,2,True
13001.0,24172.100000000002,33,2011-12-05 14:51:00,3,True
13004.0,11650.85,36,2011-11-28 11:27:00,11,True
13013.0,12625.77,29,2011-12-08 15:01:00,0,True
13014.0,5381.08,11,2011-11-29 12:27:00,10,True
13015.0,6586.42,11,2011-10-17 13:19:00,52,True
13018.0,9763.16,35,2011-11-23 13:28:00,15,True
13021.0,4887.24,17,2011-12-05 16:37:00,3,True
13027.0,17335.2,19,2011-08-18 09:39:00,113,True
13047.0,8790.210000000001,23,2011-10-14 11:15:00,56,True
13050.0,12235.3,34,2011-11-25 09:18:00,14,True
13069.0,9683.13,38,2011-12-09 08:39:00,0,True
13078.0,29532.45,57,2011-12-06 15:36:00,2,True
13081.0,59205.15,28,2011-11-28 10:54:00,11,True
13082.0,7335.75,21,2011-08-05 16:16:00,125,True
13089.0,116737.86,203,2011-12-07 09:02:00,2,True
13090.0,14073.09,23,2011-12-01 12:39:00,8,True
13093.0,54943.65,55,2011-03-09 12:14:00,275,True
13097.0,13080.48,27,2011-11-07 10:43:00,32,True
13098.0,28882.44,28,2011-12-08 14:14:00,0,True
13102.0,11696.92,37,2011-12-08 12:52:00,0,True
13107.0,5253.07,9,2011-10-26 14:52:00,43,True
13113.0,18625.73,37,2011-12-09 12:49:00,0,True
13115.0,5494.7,10,2011-11-28 12:38:00,11,True
13117.0,2643.81,18,2011-11-18 12:02:00,21,True
13136.0,6274.56,13,2011-10-14 13:41:00,55,True
13137.0,7712.7,16,2011-11-29 12:09:00,10,True
13139.0,8202.98,8,2011-11-23 13:54:00,15,True
13141.0,7668.58,17,2011-09-16 09:54:00,84,True
13148.0,8612.31,26,2011-11-10 15:23:00,28,True
13157.0,5687.36,9,2011-10-21 13:50:00,48,True
13162.0,9275.49,16,2011-08-09 15:59:00,121,True
13174.0,9471.94,11,2011-11-23 14:35:00,15,True
13178.0,14059.19,21,2011-11-13 16:14:00,25,True
13183.0,7036.18,15,2011-12-02 10:30:00,7,True
13199.0,16417.89,66,2011-12-06 12:30:00,3,True
13206.0,8377.32,13,2010-11-04 16:50:00,399,True
13209.0,8509.51,13,2011-11-09 13:54:00,29,True
13225.0,16260.07,16,2011-12-06 13:29:00,2,True
13230.0,6350.28,30,2011-12-05 16:03:00,3,True
13263.0,8679.47,38,2011-12-08 13:59:00,0,True
13266.0,6135.04,19,2011-11-28 14:39:00,10,True
13267.0,9758.26,36,2011-12-07 11:12:00,2,True
13269.0,8891.7,28,2011-12-08 14:53:00,0,True
13316.0,13191.57,10,2011-11-02 13:40:00,36,True
13317.0,6486.091,19,2011-10-04 13:35:00,65,True
13319.0,22082.5,58,2011-12-04 13:34:00,4,True
13324.0,10513.47,18,2011-11-03 16:28:00,35,True
13327.0,9797.87,19,2011-11-01 10:21:00,38,True
13334.0,6263.75,5,2011-09-18 15:21:00,81,True
13340.0,22100.56,12,2011-10-25 13:15:00,44,True
13362.0,5394.07,7,2011-11-30 14:41:00,8,True
13373.0,7587.1900000000005,6,2011-10-10 10:51:00,60,True
13381.0,8224.37,12,2011-11-08 11:58:00,31,True
13384.0,6680.83,11,2011-11-09 11:04:00,30,True
13394.0,6621.7,19,2011-12-08 11:36:00,1,True
13408.0,51733.462,106,2011-12-08 09:05:00,1,True
13418.0,12233.6,31,2011-11-28 10:23:00,11,True
13426.0,8167.38,22,2011-12-09 08:59:00,0,True
13448.0,8881.16,12,2011-11-23 12:33:00,16,True
13451.0,7189.78,11,2011-11-13 15:58:00,25,True
13458.0,11959.27,16,2011-12-02 15:29:00,6,True
13468.0,13390.51,72,2011-12-08 10:39:00,1,True
13488.0,15587.88,23,2011-11-22 14:41:00,16,True
13491.0,4566.56,27,2011-10-19 08:32:00,51,True
13495.0,5374.26,10,2011-12-02 11:21:00,7,True
13520.0,5669.4,11,2011-10-12 10:20:00,58,True
13534.0,7720.9,35,2011-12-07 14:52:00,1,True
13542.0,4006.17,17,2010-11-28 11:24:00,376,True
13552.0,6978.92,22,2011-10-04 15:19:00,65,True
13555.0,8999.19,13,2011-09-27 12:36:00,73,True
13564.0,16630.8,36,2010-12-20 16:50:00,353,True
13571.0,4546.54,26,2011-11-27 10:47:00,12,True
13576.0,11551.74,28,2011-11-29 15:34:00,9,True
13590.0,6349.59,18,2011-11-28 12:54:00,10,True
13593.0,5523.6900000000005,14,2011-08-23 13:35:00,107,True
13599.0,10167.630000000001,33,2011-12-08 16:10:00,0,True
13615.0,6272.53,8,2011-01-25 08:21:00,318,True
13629.0,13370.86,19,2011-11-16 13:21:00,22,True
13654.0,6308.0,11,2011-10-27 16:24:00,42,True
13658.0,6025.5,9,2011-11-30 10:13:00,9,True
13668.0,13089.94,35,2011-12-07 12:11:00,2,True
13680.0,11435.67,12,2011-12-08 13:47:00,0,True
13687.0,11880.84,1,2010-09-27 16:30:00,437,True
13694.0,196482.81,143,2011-12-06 09:32:00,3,True
13709.0,7591.75,18,2011-12-06 10:28:00,3,True
13715.0,8483.29,17,2011-03-03 19:21:00,280,True
13722.0,5635.41,10,2011-07-31 12:44:00,131,True
13734.0,6701.640000000001,4,2010-07-19 12:04:00,508,True
13735.0,9813.22,13,2011-11-15 11:14:00,24,True
13756.0,9207.5,23,2011-12-07 16:44:00,1,True
13758.0,9314.14,14,2011-11-28 11:11:00,11,True
13763.0,5217.4400000000005,3,2011-10-07 15:13:00,62,True
13767.0,35540.53,73,2011-12-07 15:00:00,1,True
13769.0,5800.42,20,2011-12-07 15:08:00,1,True
13771.0,5728.82,9,2011-10-06 14:18:00,63,True
13777.0,56478.42,61,2011-12-09 12:25:00,0,True
13798.0,75836.87,110,2011-12-08 15:51:00,0,True
13802.0,26259.11,19,2011-07-24 10:54:00,138,True
13815.0,6737.74,8,2011-11-17 14:19:00,21,True
13831.0,7023.58,18,2011-11-23 15:41:00,15,True
13842.0,5629.91,18,2011-10-12 10:51:00,58,True
13854.0,12253.96,39,2011-12-01 09:06:00,8,True
13869.0,8111.57,10,2011-08-08 13:53:00,122,True
13870.0,5712.08,15,2011-12-07 13:23:00,1,True
13871.0,7885.85,17,2011-11-17 10:49:00,22,True
13880.0,4391.66,17,2011-11-18 13:44:00,20,True
13881.0,45179.1,43,2011-12-06 12:50:00,3,True
13883.0,6535.37,14,2011-11-29 10:45:00,10,True
13901.0,5676.34,15,2011-09-28 14:48:00,71,True
13902.0,34023.26,5,2010-03-17 13:09:00,631,True
13911.0,4234.99,20,2011-10-13 15:43:00,56,True
13931.0,5257.38,11,2011-09-05 10:12:00,95,True
13935.0,6116.92,3,2010-04-22 11:21:00,596,True
13941.0,11122.300000000001,15,2011-11-18 09:43:00,21,True
13952.0,12823.521,14,2011-05-06 09:00:00,217,True
13953.0,6640.68,12,2011-12-02 16:04:00,6,True
13963.0,3011.87,17,2011-02-04 14:43:00,307,True
13969.0,13365.87,35,2011-12-02 15:11:00,6,True
13975.0,5358.84,12,2011-11-08 13:19:00,30,True
13983.0,7108.45,21,2011-11-10 11:06:00,29,True
13985.0,10020.86,22,2011-12-05 17:06:00,3,True
13993.0,6775.71,19,2011-10-28 09:06:00,42,True
13999.0,9502.26,29,2011-11-29 13:40:00,9,True
14004.0,6258.45,11,2011-10-27 14:40:00,42,True
14016.0,11303.41,11,2011-07-01 11:29:00,161,True
14028.0,10396.5,3,2010-06-07 13:33:00,549,True
14030.0,8262.29,20,2011-11-21 16:48:00,17,True
14031.0,40999.17,44,2011-12-02 17:13:00,6,True
14040.0,12645.57,35,2011-10-30 12:42:00,40,True
14045.0,11313.029999999999,16,2011-08-22 15:27:00,108,True
14049.0,13239.03,13,2011-11-23 12:20:00,16,True
14051.0,22434.0,37,2011-12-09 10:20:00,0,True
14056.0,8214.65,23,2011-12-08 13:36:00,0,True
14057.0,8408.84,22,2011-11-16 10:32:00,23,True
14060.0,9519.08,30,2011-12-05 12:29:00,4,True
14062.0,25604.2,24,2011-11-30 10:04:00,9,True
14063.0,9471.5,7,2010-01-22 11:28:00,686,True
14081.0,5370.1,10,2011-02-10 16:17:00,301,True
14085.0,10089.97,32,2011-12-07 13:46:00,1,True
14088.0,64036.8,16,2011-11-29 16:16:00,9,True
14091.0,9530.08,2,2010-02-23 15:17:00,653,True
14092.0,7229.45,24,2011-12-02 12:13:00,7,True
14096.0,53258.43,17,2011-12-05 17:17:00,3,True
14099.0,5765.71,20,2011-11-23 13:53:00,15,True
14101.0,9961.93,13,2011-09-27 12:28:00,73,True
14105.0,5988.83,5,2011-04-14 17:58:00,238,True
14110.0,12987.95,33,2011-12-06 12:26:00,3,True
14112.0,5834.59,13,2011-11-17 12:30:00,22,True
14113.0,7092.610000000001,16,2011-12-06 12:18:00,3,True
14134.0,11123.35,15,2010-11-22 12:26:00,382,True
14135.0,9643.92,24,2011-12-08 11:38:00,1,True
14145.0,7600.05,7,2011-10-24 12:10:00,46,True
14146.0,9450.3,12,2011-12-01 10:18:00,8,True
14154.0,6460.7,8,2011-04-14 16:26:00,238,True
14156.0,303578.63,144,2011-11-30 10:54:00,9,True
14159.0,7926.79,20,2011-11-20 12:36:00,19,True
14160.0,8421.47,7,2010-04-08 14:30:00,609,True
14175.0,7678.88,8,2011-10-11 11:55:00,59,True
14180.0,6319.25,33,2011-11-29 10:56:00,10,True
14189.0,5814.39,16,2011-12-07 15:55:00,1,True
14194.0,18670.59,36,2011-12-05 10:38:00,4,True
14210.0,5861.52,16,2011-08-26 12:36:00,105,True
14211.0,4402.29,18,2011-10-17 13:23:00,52,True
14217.0,3416.89,23,2011-12-08 11:53:00,1,True
14221.0,6517.49,17,2011-10-28 13:42:00,41,True
14227.0,6366.16,15,2011-11-13 15:48:00,25,True
14239.0,4263.17,21,2011-10-27 14:40:00,42,True
14243.0,7431.05,17,2011-12-01 11:12:00,8,True
14249.0,5625.461,12,2010-10-25 12:34:00,410,True
14257.0,5954.45,9,2011-10-06 16:54:00,63,True
14258.0,32051.34,25,2011-11-30 15:27:00,8,True
14277.0,16817.36,8,2011-11-24 15:01:00,14,True
14282.0,7849.66,25,2011-12-06 17:04:00,2,True
14286.0,8479.76,7,2011-11-16 10:34:00,23,True
14291.0,7904.1,23,2011-12-08 10:26:00,1,True
14292.0,9226.25,16,2011-12-02 11:50:00,7,True
14298.0,91194.49,82,2011-12-01 13:12:00,7,True
14299.0,14499.49,27,2011-12-01 16:05:00,7,True
14329.0,9927.22,15,2011-11-22 15:50:00,16,True
14341.0,4467.32,18,2011-10-25 15:48:00,44,True
14344.0,3333.7000000000003,20,2011-08-04 13:51:00,126,True
14367.0,9261.52,16,2011-12-01 13:19:00,7,True
14388.0,6701.0,16,2011-11-29 13:32:00,9,True
14390.0,6399.83,13,2011-11-29 13:49:00,9,True
14395.0,8208.01,20,2011-12-07 14:34:00,1,True
14397.0,2612.96,19,2011-12-07 09:22:00,2,True
14401.0,6795.9,22,2011-12-05 13:30:00,3,True
14415.0,12091.6,23,2011-12-08 14:38:00,0,True
14422.0,10271.52,19,2011-12-09 11:26:00,0,True
14426.0,11727.94,17,2011-11-16 12:25:00,23,True
14439.0,9443.04,5,2011-01-24 11:39:00,319,True
14440.0,6638.7300000000005,13,2011-12-01 15:42:00,7,True
14442.0,5367.0199999999995,7,2011-05-19 11:36:00,204,True
14459.0,5375.741,2,2011-07-07 13:35:00,154,True
14461.0,6713.11,13,2011-07-14 17:11:00,147,True
14505.0,11995.84,19,2011-11-22 15:45:00,16,True
14525.0,8232.69,17,2011-11-20 11:37:00,19,True
14527.0,27736.52,121,2011-12-07 12:19:00,2,True
14530.0,6197.4,16,2011-11-14 10:38:00,25,True
14534.0,6266.51,26,2011-12-07 12:19:00,2,True
14535.0,6019.39,9,2011-10-10 15:39:00,59,True
14543.0,14867.12,39,2011-11-11 12:45:00,28,True
14560.0,6114.03,44,2011-12-02 15:22:00,6,True
14562.0,6729.400000000001,26,2011-12-06 11:05:00,3,True
14572.0,5609.28,11,2011-12-06 14:40:00,2,True
14590.0,3006.62,20,2010-10-11 12:06:00,424,True
14606.0,30558.44,184,2011-12-08 19:28:00,0,True
14607.0,22589.63,20,2011-11-24 10:35:00,15,True
14626.0,5410.92,11,2011-11-16 10:37:00,23,True
14646.0,526751.52,145,2011-12-08 12:12:00,1,True
14667.0,21891.39,54,2011-11-29 11:30:00,10,True
14676.0,8356.79,12,2011-11-08 13:29:00,30,True
14680.0,57412.77,58,2011-11-14 16:59:00,24,True
14688.0,7713.57,28,2011-12-02 12:26:00,7,True
14702.0,6742.42,29,2011-12-08 19:29:00,0,True
14709.0,8886.33,25,2011-11-24 15:41:00,14,True
14713.0,5418.47,21,2011-11-30 16:26:00,8,True
14732.0,5517.07,19,2011-12-01 14:34:00,7,True
14733.0,16184.97,15,2011-11-23 15:39:00,15,True
14735.0,12225.16,55,2011-12-06 12:09:00,3,True
14739.0,12287.5,25,2011-12-05 16:54:00,3,True
14755.0,9972.550000000001,25,2011-11-30 11:24:00,9,True
14766.0,6556.13,11,2011-12-01 16:05:00,7,True
14769.0,15770.23,17,2011-12-07 10:24:00,2,True
14796.0,10888.08,27,2011-12-08 15:31:00,0,True
14800.0,7763.07,17,2011-10-23 12:46:00,47,True
14825.0,4925.08,24,2011-12-06 11:38:00,3,True
14828.0,9839.460000000001,13,2011-05-27 10:16:00,196,True
14841.0,7163.0,14,2011-10-17 15:03:00,52,True
14844.0,6702.43,10,2011-10-07 10:41:00,63,True
14849.0,15763.45,43,2011-11-18 10:58:00,21,True
14852.0,6147.18,18,2011-10-12 13:20:00,57,True
14855.0,6520.3,7,2011-08-12 14:02:00,118,True
14866.0,20803.72,17,2011-11-29 11:45:00,10,True
14878.0,4105.24,25,2011-11-27 11:15:00,12,True
14895.0,25119.54,38,2011-12-02 09:23:00,7,True
14907.0,6165.79,16,2011-12-06 14:14:00,2,True
14911.0,276654.61,373,2011-12-08 15:54:00,0,True
14918.0,5955.81,9,2011-08-16 11:50:00,115,True
14930.0,5246.63,6,2011-08-23 10:31:00,108,True
14936.0,12410.81,12,2011-11-06 10:30:00,33,True
14944.0,9684.67,19,2011-11-10 09:10:00,29,True
14952.0,17629.35,32,2011-10-11 10:33:00,59,True
14961.0,16410.15,22,2011-11-29 09:42:00,10,True
15005.0,14104.2,56,2011-11-24 12:25:00,15,True
15023.0,12147.53,20,2011-12-06 17:23:00,2,True
15032.0,13780.65,8,2011-03-28 15:03:00,255,True
15034.0,8313.4,14,2011-11-24 12:11:00,15,True
15039.0,40031.43,93,2011-11-30 11:31:00,9,True
15044.0,15949.19,32,2011-11-20 13:20:00,18,True
15046.0,7793.44,25,2011-11-30 15:50:00,8,True
15059.0,3522.77,19,2011-10-30 11:35:00,40,True
15061.0,137817.07,127,2011-12-06 12:06:00,3,True
15078.0,17751.88,52,2011-12-02 15:41:00,6,True
15093.0,14326.11,23,2011-11-21 13:09:00,17,True
15098.0,39916.5,3,2011-06-10 15:33:00,181,True
15125.0,17024.87,24,2011-11-14 13:57:00,24,True
15129.0,6860.18,23,2011-10-20 14:40:00,49,True
15144.0,12160.31,29,2011-12-01 15:12:00,7,True
15150.0,9001.08,13,2011-11-22 12:52:00,16,True
15152.0,5263.83,14,2011-11-30 12:32:00,9,True
15159.0,22116.73,34,2011-12-08 12:05:00,1,True
15179.0,7491.92,13,2011-11-21 12:53:00,17,True
15189.0,17524.38,46,2011-12-08 13:22:00,0,True
15194.0,12427.69,28,2011-12-06 15:10:00,2,True
15218.0,11501.57,22,2011-11-29 11:48:00,10,True
15228.0,5580.2699999999995,6,2011-10-04 13:56:00,65,True
15249.0,9266.0,18,2011-11-08 11:45:00,31,True
15251.0,20324.54,21,2011-11-30 15:02:00,8,True
15260.0,9188.23,25,2011-08-31 13:55:00,99,True
15270.0,8524.86,21,2011-11-24 09:24:00,15,True
15271.0,4709.54,24,2011-12-02 14:11:00,6,True
15281.0,8543.57,16,2011-10-12 09:10:00,58,True
15290.0,10496.28,26,2011-12-05 11:39:00,4,True
15291.0,13801.56,39,2011-11-14 11:02:00,25,True
15296.0,10342.83,12,2011-10-20 11:47:00,50,True
15298.0,9459.37,23,2011-12-07 17:17:00,1,True
15299.0,7391.54,9,2011-10-03 14:19:00,66,True
15301.0,7603.4400000000005,17,2011-10-20 09:57:00,50,True
15311.0,116476.16,207,2011-12-09 12:00:00,0,True
15321.0,6709.7300000000005,12,2011-09-30 09:40:00,70,True
15332.0,6553.74,6,2010-12-08 14:43:00,365,True
15358.0,17050.41,42,2011-12-05 09:04:00,4,True
15369.0,6251.26,11,2010-08-04 13:54:00,491,True
15372.0,6017.06,8,2011-07-25 16:39:00,136,True
15373.0,3421.39,17,2011-12-01 15:05:00,7,True
15382.0,13733.550000000001,12,2011-11-25 10:58:00,14,True
15394.0,5286.8,11,2011-11-30 11:49:00,9,True
15413.0,6798.72,5,2010-01-17 11:33:00,691,True
15465.0,12655.65,32,2011-11-20 10:11:00,19,True
15482.0,14552.56,18,2011-11-24 10:46:00,15,True
15485.0,5771.51,7,2011-11-09 14:31:00,29,True
15497.0,8657.39,9,2011-11-22 11:51:00,17,True
15498.0,26039.58,44,2011-12-07 12:48:00,2,True
15502.0,10532.52,12,2011-11-24 12:48:00,15,True
15513.0,27750.55,35,2011-11-06 14:36:00,32,True
15514.0,6594.77,18,2011-11-27 14:40:00,11,True
15521.0,7096.09,16,2011-10-30 13:42:00,39,True
15523.0,17359.99,16,2011-09-16 16:29:00,83,True
15527.0,5574.79,23,2011-11-21 12:17:00,18,True
15544.0,8162.43,20,2011-11-30 16:43:00,8,True
15547.0,10099.99,26,2011-12-02 12:52:00,6,True
15555.0,12102.22,36,2011-11-27 16:19:00,11,True
15570.0,9311.04,25,2011-12-02 14:47:00,6,True
15581.0,4819.35,34,2011-07-06 14:04:00,155,True
15601.0,14960.12,30,2011-11-28 15:15:00,10,True
15606.0,5230.99,17,2011-10-09 15:47:00,60,True
15611.0,2976.28,24,2011-11-30 12:36:00,9,True
15615.0,21373.97,47,2011-11-29 14:42:00,9,True
15622.0,7852.61,17,2011-10-27 16:44:00,42,True
15628.0,5652.26,17,2011-12-05 10:24:00,4,True
15640.0,23922.78,29,2011-12-05 14:35:00,3,True
15641.0,5345.55,12,2011-08-26 14:04:00,104,True
15673.0,6414.79,9,2011-09-12 16:12:00,87,True
15674.0,6613.52,12,2011-09-27 15:17:00,72,True
15694.0,10795.81,23,2011-12-09 09:44:00,0,True
15719.0,10221.41,31,2011-11-07 12:29:00,32,True
15722.0,5258.1,11,2011-11-04 11:43:00,35,True
15727.0,9445.51,15,2011-11-23 12:36:00,16,True
15738.0,13372.970000000001,41,2011-11-21 08:26:00,18,True
15749.0,44534.3,3,2011-04-18 13:20:00,234,True
15750.0,6797.191,18,2011-12-07 12:34:00,2,True
15755.0,5993.12,17,2011-11-29 14:57:00,9,True
15768.0,15601.09,34,2011-08-16 10:48:00,115,True
15769.0,88704.32,46,2011-12-02 13:52:00,6,True
15785.0,5969.93,16,2011-11-07 11:33:00,32,True
15786.0,8514.82,5,2011-10-24 14:13:00,45,True
15796.0,5174.83,17,2011-12-08 19:55:00,0,True
15805.0,10189.23,30,2011-11-16 16:32:00,22,True
15808.0,18409.93,21,2011-02-06 14:33:00,305,True
15827.0,3794.07,28,2011-09-27 15:35:00,72,True
15838.0,74163.0,34,2011-11-28 14:00:00,10,True
15854.0,5583.81,21,2011-12-05 13:39:00,3,True
15856.0,34219.08,52,2011-12-05 17:09:00,3,True
15860.0,2502.71,17,2011-10-30 11:25:00,40,True
15867.0,9010.52,31,2011-12-04 13:32:00,4,True
15874.0,11284.76,21,2011-10-07 12:31:00,63,True
15898.0,5592.56,25,2011-12-08 15:23:00,0,True
15903.0,8939.84,12,2011-11-30 08:08:00,9,True
15939.0,9004.84,15,2011-09-11 11:30:00,89,True
15950.0,7180.71,10,2011-11-08 11:09:00,31,True
15953.0,3669.5499999999997,18,2011-11-24 15:32:00,14,True
15955.0,8658.36,22,2011-11-15 14:15:00,23,True
15971.0,5897.88,18,2011-11-22 12:50:00,17,True
15980.0,6593.68,7,2011-09-12 09:41:00,88,True
15981.0,9362.77,21,2011-11-15 08:00:00,24,True
15984.0,8759.32,30,2011-12-07 12:16:00,2,True
15998.0,8308.34,16,2011-11-03 12:45:00,36,True
16000.0,12393.7,3,2011-12-07 12:17:00,2,True
16003.0,5613.83,10,2011-11-10 09:57:00,29,True
16008.0,5384.13,15,2011-11-16 10:32:00,23,True
16011.0,5878.76,29,2011-12-01 16:31:00,7,True
16013.0,57446.44,84,2011-12-06 10:36:00,3,True
16019.0,17465.85,27,2011-10-24 11:51:00,46,True
16029.0,114066.39,106,2011-11-01 10:27:00,38,True
16033.0,10836.13,27,2011-12-04 12:44:00,5,True
16103.0,6191.71,22,2011-12-02 14:16:00,6,True
16126.0,14646.800000000001,15,2011-11-10 16:03:00,28,True
16131.0,9957.42,12,2011-10-19 11:53:00,51,True
16133.0,22992.260000000002,56,2011-12-06 11:24:00,3,True
16145.0,6805.4400000000005,19,2011-12-01 10:33:00,8,True
16156.0,6218.18,20,2011-12-01 12:42:00,8,True
16161.0,12831.8,43,2011-12-08 12:10:00,1,True
16168.0,10636.47,66,2011-11-29 12:45:00,10,True
16170.0,6869.0,20,2011-10-20 08:21:00,50,True
16180.0,16249.87,13,2011-08-31 16:28:00,99,True
16182.0,9971.65,9,2011-09-28 13:23:00,71,True
16186.0,9026.11,26,2011-11-17 12:43:00,22,True
16187.0,6911.4400000000005,15,2011-11-08 09:50:00,31,True
16191.0,15688.02,24,2011-12-07 11:26:00,2,True
16200.0,5643.45,12,2011-12-05 14:40:00,3,True
16210.0,38469.51,33,2011-12-08 12:36:00,1,True
16242.0,7474.4,14,2011-12-01 15:12:00,7,True
16253.0,7260.15,7,2011-10-04 09:09:00,66,True
16258.0,11942.52,15,2011-10-25 13:30:00,44,True
16265.0,6685.17,12,2011-11-30 16:41:00,8,True
16279.0,5705.08,9,2011-11-18 15:00:00,20,True
16303.0,7928.27,7,2011-11-14 10:49:00,25,True
16316.0,5744.91,13,2011-10-06 13:48:00,63,True
16320.0,5628.99,6,2011-06-20 15:25:00,171,True
16326.0,4731.99,24,2011-12-04 10:11:00,5,True
16327.0,10670.14,16,2011-11-25 13:23:00,13,True
