Customer ID,Recency,Frequency,MonetaryValue,Recency_Segment,Frequency_Segment,MonetaryValue_Segment,RFM_Score,Customer_Segment,CLV,MonetaryDensity,RF_Ratio,EngagementScore
12358.0,-0.9506277725403376,-0.0983077662301405,0.032035718411865165,3,2,3,8,Platinum,0.032035718411865165,-0.3258716949876462,-1.054270777697491,0.4550681872522215
12359.0,-0.6820320182480001,0.29390456536161186,0.40788994034502846,2,3,3,8,Platinum,0.40788994034502846,1.387831250063,-0.527111532416141,0.427987850291776
12360.0,-0.710810134779322,-0.01986529991179002,0.04339035918145108,2,3,3,8,Platinum,0.04339035918145108,-2.184228749332849,-0.7252167836883548,0.4251354879347001
12361.0,0.41633276269745145,-0.17675023254849095,-0.17310515669572693,1,2,1,4,Silver,-0.17310515669572693,0.9793772500312609,0.5057186520516985,0.27619389481419243
12362.0,-0.9458314197851173,0.29390456536161186,0.12038032904561856,3,3,3,9,Platinum,0.12038032904561856,0.40958985750189353,-0.7309900939415749,0.4597038362424264
12363.0,-0.43262167497654386,-0.3336351651851919,-0.16620622980189156,2,1,2,5,Silver,-0.16620622980189156,0.49816760085716677,-0.6492264482965632,0.3839337449461904
12364.0,-0.9218496560090157,-0.17675023254849095,-0.12127932225801671,3,2,2,7,Gold,-0.12127932225801673,0.6861621651600603,-1.1197691058726165,0.44921547881222795
12365.0,0.4355181737183327,-0.4120776315035424,-0.18204534424172344,1,1,1,3,Bronze,-0.18204534424172344,0.4417743898825494,0.7407749680151127,0.27092075773729984
12366.0,2.0806671687589,-0.4120776315035424,-0.16975053209494287,1,1,2,4,Silver,-0.16975053209494287,0.41193823473401425,3.539016850268789,0.05882036250852373
12367.0,-0.9410350670298969,-0.4120776315035424,-0.193671833544992,3,1,1,5,Silver,-0.193671833544992,0.46998870780329444,-1.6006110967277594,0.4483817582800083
12368.0,2.051889052227578,-0.4120776315035424,-0.14116466588054566,1,1,2,4,Silver,-0.14116466588054566,0.34256813543962567,3.490068012678346,0.06276198726307357
12369.0,1.0206732098552107,-0.2551926988668414,-0.10052776101556696,1,2,2,5,Silver,-0.10052776101556696,0.39392882892790737,1.3703856128992646,0.19791743696934982
12370.0,-0.7156064875345423,0.058577166406560445,0.06718018728523557,2,3,3,8,Platinum,0.06718018728523557,1.1468664567856532,-0.6760078624818026,0.42685418665149855
12371.0,-0.6724393127375594,-0.17675023254849095,0.025209375761280062,2,2,3,7,Gold,0.025209375761280062,-0.1426271150979331,-0.8168108140731025,0.418222367974096
12372.0,-0.6148830796749157,-0.2551926988668414,-0.12210513921424157,2,2,2,6,Gold,-0.12210513921424157,0.47848210296155674,-0.8255599518686583,0.4087059343250239
12373.0,0.5314452288227389,-0.2551926988668414,-0.14048333265380958,1,2,2,5,Silver,-0.14048333265380958,0.5504990279017082,0.7135338603880385,0.26069936052081916
12374.0,-0.8403116591702704,-0.2551926988668414,-0.02122810575061472,3,2,3,8,Platinum,-0.02122810575061472,0.08318461243160982,-1.1282269358689292,0.43859333114422855
12375.0,-0.9074605977433547,-0.3336351651851919,-0.17815523965771562,3,1,1,5,Silver,-0.17815523965771562,0.5339822004638703,-1.3618074519126604,0.4450847299769726
12376.0,0.9103570964851436,-0.3336351651851919,-0.1777683519460514,1,1,1,3,Bronze,-0.1777683519460514,0.5328225873533954,1.3661541679913891,0.21061702090492787
12377.0,0.5506306398436202,-0.17675023254849095,0.01965873542366919,1,2,3,6,Gold,0.01965873542366919,-0.11122325068667657,0.6688500399437445,0.26042035859825985
12378.0,-0.3366946198721376,-0.3336351651851919,0.16688149295961024,2,1,3,6,Gold,0.16688149295961024,-0.5001915576464454,-0.5052706899902808,0.3742369542229838
12379.0,-0.5669195521227126,-0.17675023254849095,-0.10333047146484421,2,2,2,6,Gold,-0.10333047146484421,0.5846129307722171,-0.6886361521579236,0.40357911491319937
12380.0,-0.8547007174359313,0.1370196327249109,0.2897494978570359,3,3,3,9,Platinum,0.2897494978570359,2.1146567984075313,-0.7517026908212733,0.4474924486724882
12381.0,-0.9362387142746766,-0.2551926988668414,-0.10301616799643028,3,2,2,7,Gold,-0.10301616799643028,0.40367991895482763,-1.2570213971456403,0.4503092992831828
12383.0,-0.07289521833502043,-0.0983077662301405,-0.092488028940081,2,2,3,7,Gold,-0.092488028940081,0.9408008389038627,-0.08084268179870517,0.3408535050279808
12384.0,-0.8211262481493892,-0.3336351651851919,-0.17488415541237054,3,1,1,5,Silver,-0.17488415541237054,0.5241778255457487,-1.2322472694370064,0.43397519573994087
12385.0,0.8575972161777201,-0.4120776315035424,-0.0897599570050894,1,1,3,5,Silver,-0.0897599570050894,0.21782292981442208,1.4586912526749478,0.2172204922111961
12386.0,0.6609467532136873,-0.3336351651851919,-0.15875607351356114,1,1,2,4,Silver,-0.15875607351356114,0.4758373519333309,0.9918691963950551,0.2429399219753661
12387.0,1.0302659153656515,-0.4120776315035424,-0.1941484244252014,1,1,1,3,Bronze,-0.1941484244252014,0.4711452638591775,1.752384278217608,0.19411010285637217
12388.0,-0.8834788339672532,0.1370196327249109,0.06312642577540874,3,3,3,9,Platinum,0.06312642577540874,0.46071080851709223,-0.7770128224171139,0.44938348520321464
12389.0,0.9727096823030077,-0.2551926988668414,-0.10585654008135624,1,2,2,5,Silver,-0.10585654008135624,0.4148102220455444,1.3059883822609093,0.2040611856657737
12390.0,-0.5765122576331532,-0.4120776315035424,-0.16943554386951712,2,1,2,5,Silver,-0.16943554386951712,0.4111738442373099,-0.9805924872488107,0.40155860054606735
12391.0,-0.8547007174359313,-0.01986529991179002,-0.014092937687710054,3,3,3,9,Platinum,-0.014092937687710054,0.7094248639732803,-0.8720237303699279,0.44323330848881776
12392.0,1.8744240002844264,-0.4120776315035424,-0.18793014600109031,1,1,1,3,Bronze,-0.18793014600109031,0.45605519842315145,3.1882168475372787,0.08527652039722806
12393.0,-0.6148830796749157,-0.01986529991179002,-0.039700795657810484,2,3,3,8,Platinum,-0.039700795657810484,1.9984996870975067,-0.6273454859006395,0.4120947253619564
12394.0,-0.6532539017166782,-0.3336351651851919,-0.13001819124254546,2,1,2,5,Silver,-0.13001819124254546,0.3897017005697702,-0.9803246924010124,0.41268271313331545
12395.0,-0.8690897757015923,0.6861168969533642,0.10764658765427734,3,3,3,9,Platinum,0.10764658765427734,0.1568924889217444,-0.5154386254428421,0.45424747918495895
12396.0,2.2725212789677123,-0.4120776315035424,-0.14022449450335103,1,1,2,4,Silver,-0.14022449450335103,0.3402865959788104,3.8653424342050777,0.03431134197394671
12397.0,-0.787551778862847,-0.3336351651851919,-0.05233798631048857,3,1,3,7,Gold,-0.05233798631048857,0.1568719121122534,-1.1818627540298077,0.4306292511426766
12398.0,-0.7395882513106439,-0.4120776315035424,-0.10569699169760798,2,1,2,5,Silver,-0.10569699169760798,0.25649776551071873,-1.2579692335946562,0.4231050572938024
12399.0,-0.389454500179561,0.058577166406560445,-0.07785203256997307,2,3,3,8,Platinum,-0.07785203256997307,-1.3290508460179444,-0.3679037414925554,0.38362021887565784
12400.0,1.025469562610431,-0.4120776315035424,-0.18995017918588578,1,1,1,3,Bronze,-0.18995017918588578,0.4609572679128857,1.7442261386192006,0.19476249201138088
12401.0,0.4930744067809764,-0.4120776315035424,-0.19925945076123983,1,1,1,3,Bronze,-0.19925945076123983,0.48354833052744073,0.8386726431959993,0.26335856531063856
12402.0,0.5890014618853827,-0.01986529991179002,-0.12615479218199763,1,3,2,6,Gold,-0.12615479218199763,6.350510324141896,0.6009393013351878,0.25611728850726184
12403.0,-0.7204028402897626,-0.3336351651851919,-0.1391336765835615,2,1,2,5,Silver,-0.1391336765835615,0.41702341690011047,-1.08109372321541,0.421270661920451
12405.0,-0.24556391752295167,-0.4120776315035424,-0.10879688669000429,2,1,2,5,Silver,-0.1087968866900043,0.264020365029372,-0.41768085495871254,0.3593585291879438
12406.0,-0.8547007174359313,-0.0983077662301405,0.2335795649364977,3,2,3,8,Platinum,0.2335795649364977,-2.3760031775076973,-0.9478851934462575,0.44431444952187477
12407.0,-0.7204028402897626,-0.0983077662301405,-0.10080371809132038,2,2,2,6,Gold,-0.10080371809132037,1.025389162595118,-0.7989453754945308,0.4243053179667036
12408.0,-0.8019408371285079,0.1370196327249109,0.06344552254290524,3,3,3,9,Platinum,0.06344552254290524,0.4630396482691089,-0.7053007828955654,0.43886888843824773
12409.0,-0.5813086103883736,0.058577166406560445,1.399647487023248,2,3,3,8,Platinum,1.399647487023248,23.894079773488194,-0.5491414597215243,0.42023809767044024
12410.0,0.5218525233122983,-0.2551926988668414,-0.15102448209338296,1,2,2,5,Silver,-0.15102448209338296,0.5918056541742479,0.7006544142603673,0.2618519760513409
12411.0,1.0062841515895498,-0.4120776315035424,-0.18025059611380853,1,1,1,3,Bronze,-0.18025059611380853,0.4374190257698058,1.7115935802255717,0.19731505361287394
12412.0,-0.6004940214092548,-0.01986529991179002,-0.03932554881534678,2,3,3,8,Platinum,-0.03932554881534678,1.9796101236814014,-0.6126647912324822,0.4102417709142295
12413.0,-0.6388648434510172,-0.17675023254849095,-0.1443316670600979,2,2,2,6,Gold,-0.1443316670600979,0.8165854436457439,-0.776027967100091,0.41252952047798236
12414.0,0.08058806983202957,-0.17675023254849095,-0.16754766878799812,2,2,2,6,Gold,-0.16754766878799812,0.9479346441144391,0.09789018232158365,0.31954450466401635
12415.0,-0.8451080119254907,1.3920990938185185,9.658781187144456,3,3,3,9,Platinum,9.658781187144456,6.938285665175231,-0.3532913891859058,0.5360770109990806
12416.0,2.190983282128967,-0.4120776315035424,-0.19013437882205866,1,1,1,3,Bronze,-0.19013437882205866,0.4614042701816107,3.7266540610321552,0.04442747979134848
12417.0,-0.9458314197851173,1.0783292285451165,0.20807579003219015,3,3,3,9,Platinum,0.20807579003219015,0.19296128169773005,-0.45509219944292634,0.4694973878193535
12418.0,-0.4182326167108829,-0.17675023254849095,-0.06560172962895917,2,2,3,7,Gold,-0.06560172962895917,0.3711549834083614,-0.5080264012774441,0.38470391120549835
12419.0,0.8911716854642624,-0.3336351651851919,-0.1772301329347805,1,1,1,3,Bronze,-0.1772301329347805,0.5312093910616551,1.3373630163301327,0.21309597150602774
12420.0,-0.6532539017166782,-0.4120776315035424,-0.16289269062181522,2,1,2,5,Silver,-0.16289269062181522,0.3952961242459843,-1.111122720823326,0.4115096761490258
12421.0,-0.8834788339672532,-0.01986529991179002,-0.14411596860138245,3,3,2,8,Platinum,-0.14411596860138245,7.254658587653634,-0.9013851197062425,0.4459005204472641
12422.0,-0.4997706135496282,0.4507894979983128,0.045202226234660844,2,3,3,8,Platinum,0.045202226234660844,0.10027346785002082,-0.344481824716248,0.4033825140332717
12423.0,-0.9554241252955579,0.29390456536161186,-0.04641552291547298,3,3,3,9,Platinum,-0.04641552291547298,-0.15792719265304586,-0.7384038598152269,0.4596009547866475
12424.0,-0.1784149789498673,-0.17675023254849095,0.024706079357610655,2,2,3,7,Gold,0.02470607935761066,-0.1397796144388812,-0.21672035147021926,0.3544967033792242
12425.0,-0.5861049631435938,-0.3336351651851919,-0.08476054606197357,2,1,3,6,Gold,-0.08476054606197357,0.25405159559522233,-0.8795556615866148,0.4043851643919047
12426.0,-0.024931690782817303,-0.3336351651851919,-0.12175111983914351,2,1,2,5,Silver,-0.12175111983914351,0.36492292343213506,-0.037414475494863354,0.3317051355981935
12427.0,-0.8547007174359313,-0.2551926988668414,-0.13900083372327324,3,2,2,7,Gold,-0.13900083372327324,0.5446896966115921,-1.1475461050604359,0.43950300400503534
12428.0,-0.8355153064150501,0.1370196327249109,0.2345998528840724,3,3,3,9,Platinum,0.2345998528840724,1.7121623246142366,-0.7348292697573795,0.44457469860099774
12429.0,-0.9170533032537954,0.1370196327249109,0.2739494145668763,3,3,3,9,Platinum,0.2739494145668763,1.9993442481113208,-0.806541309278928,0.4554080306125283
12430.0,-0.7539773095763048,-0.4120776315035424,-0.18918667511773427,2,1,1,4,Silver,-0.18918667511773427,0.4591044518176133,-1.282443652389878,0.42429019232260995
12431.0,-0.787551778862847,1.470541560136869,0.5169053108938397,3,3,3,9,Platinum,0.5169053108938397,0.3515067679187043,-0.3187769805496477,0.45610761123590926
12432.0,-0.7539773095763048,-0.17675023254849095,0.09450267681287083,2,2,3,7,Gold,0.09450267681287083,-0.5346679065157341,-0.9158548710075591,0.42929629610164377
12433.0,-0.9554241252955579,0.29390456536161186,1.2053113928047705,3,3,3,9,Platinum,1.2053113928047705,4.101029840491894,-0.7384038598152269,0.46965850406355186
12434.0,-0.5525304938570517,-0.2551926988668414,-0.12844667390047576,2,2,2,6,Gold,-0.12844667390047576,0.5033320877549822,-0.7418435520387962,0.4006124458375801
12435.0,-0.5765122576331532,-0.01986529991179002,0.7495830044737589,2,3,3,8,Platinum,0.749583004473759,-37.73328405824282,-0.5881969667855533,0.4134873203757519
12436.0,-0.480585202528747,-0.4120776315035424,-0.1746280562899592,2,1,1,4,Silver,-0.1746280562899592,0.4237746554036336,-0.8174296952806663,0.38914374880490504
12437.0,-0.9506277725403376,2.490293622275425,0.5685654341346955,3,3,3,9,Platinum,0.5685654341346955,0.22831260902286185,-0.2723632666527911,0.48937261962414264
12438.0,-0.8930715394776938,-0.3336351651851919,-0.03508553339831167,3,1,3,7,Gold,-0.03508553339831167,0.10516137703541123,-1.3402140881667182,0.44437831679084444
12439.0,2.315688453764695,-0.3336351651851919,-0.12469762926089771,1,1,2,4,Silver,-0.12469762926089772,0.37375445478500874,3.475106027178424,0.02977708317850517
12440.0,1.255694494861006,-0.3336351651851919,-0.15338757854108775,1,1,2,4,Silver,-0.15338757854108775,0.4597464372676257,1.8843948978940053,0.16626965013315814
12441.0,0.8000409831150764,-0.4120776315035424,-0.18270202621603493,1,1,1,3,Bronze,-0.18270202621603493,0.4433679778963308,1.3607935774940614,0.22389758649732008
12442.0,-0.9458314197851173,-0.4120776315035424,-0.19414020734105986,3,1,1,5,Silver,-0.19414020734105986,0.4711253232375244,-1.6087692363261668,0.4489966514362369
12443.0,2.550709738770491,-0.4120776315035424,-0.17898995845509383,1,1,1,3,Bronze,-0.17898995845509383,0.43435980206451746,4.338514530912698,-0.0018822138014060333
12444.0,-0.8594970701911516,-0.0983077662301405,0.07574992128785094,3,2,3,8,Platinum,0.07574992128785094,-0.7705385260256938,-0.9532044726588191,0.4436649544909181
12445.0,-0.8547007174359313,-0.3336351651851919,-0.17805389561996995,3,1,1,5,Silver,-0.17805389561996995,0.5336784434013034,-1.2826317848442053,0.43828032264847966
12446.0,-0.6820320182480001,-0.4120776315035424,-0.13537093680374757,2,1,2,5,Silver,-0.13537093680374757,0.3285083354556795,-1.1600715584137695,0.41544275082549714
12447.0,0.20529324146775768,-0.4120776315035424,-0.17445823655103398,2,1,1,4,Silver,-0.17445823655103398,0.42336254922280164,0.3491842672915661,0.30067723221476655
12448.0,-0.7491809568210844,-0.4120776315035424,-0.1789803718569287,2,1,1,4,Silver,-0.1789803718569287,0.4343365380059221,-1.2742855127914705,0.4237535428345622
12449.0,-0.8547007174359313,-0.0983077662301405,0.08872127336228507,3,2,3,8,Platinum,0.08872127336228507,-0.9024848876597068,-0.9478851934462575,0.4431505220011203
12450.0,-0.21198944823640947,-0.0983077662301405,-0.15687983930124264,2,2,2,6,Gold,-0.15687983930124264,1.5958031121771572,-0.2351017789629936,0.3582771595872991
12451.0,-0.9074605977433547,0.1370196327249109,0.6608350719600582,3,3,3,9,Platinum,0.6608350719600582,4.822922517146076,-0.798104598746981,0.45727932020563955
12452.0,-0.8786824812120329,-0.4120776315035424,-0.18013624169283876,3,1,1,5,Silver,-0.18013624169283876,0.4371415187851327,-1.4945552819484655,0.4404479812896431
12453.0,-0.31750920885125633,-0.4120776315035424,-0.15558633330596175,2,1,2,5,Silver,-0.15558633330596175,0.3775655881593861,-0.5400529489348208,0.36826242650948554
12454.0,-0.6916247237584408,-0.17675023254849095,0.9230901599074539,2,2,3,7,Gold,0.9230901599074539,-5.222568290846274,-0.8401152980576806,0.4279114112509734
12455.0,-0.6100867269196955,0.21546209904326138,0.18787819721228263,2,3,3,8,Platinum,0.18787819721228263,0.8719779397236804,-0.5019380920227122,0.41603132932368925
12456.0,-0.7491809568210844,-0.2551926988668414,-0.02726629308062371,2,2,3,7,Gold,-0.02726629308062371,0.10684589802802766,-1.0058721976560536,0.42679034096790414
12457.0,-0.6436611962062376,0.058577166406560445,-0.028987087451264743,2,3,3,8,Platinum,-0.028987087451264743,-0.4948530157651717,-0.6080437181459393,0.41680164080973253
12458.0,-0.619679432430136,-0.17675023254849095,-0.1011207605877815,2,2,2,6,Gold,-0.1011207605877815,0.572111046926285,-0.7527234831155131,0.4104020914267083
12459.0,1.9415729388575107,-0.4120776315035424,-0.1767268365311111,1,1,1,3,Bronze,-0.1767268365311111,0.42886782251754396,3.3024308019149795,0.07670534714938533
12460.0,1.2269163783296841,-0.4120776315035424,-0.1836915000980788,1,1,1,3,Bronze,-0.1836915000980788,0.44576916108706505,2.086868001752304,0.16882920665093779
12461.0,-0.2167858009916298,-0.4120776315035424,-0.16107876929757003,2,1,2,5,Silver,-0.16107876929757003,0.39089423201604995,-0.36873201736826927,0.3552265083896982
12462.0,-0.8690897757015923,-0.3336351651851919,-0.13980268418408526,3,1,2,6,Gold,-0.13980268418408526,0.41902862399556884,-1.3042251485901477,0.4404436383280758
12463.0,-0.7060137820241017,-0.17675023254849095,-0.1217805643906507,2,2,2,6,Gold,-0.1217805643906507,0.6889980433674424,-0.8575936610461141,0.42137190836469046
12464.0,-0.9122569504985751,0.1370196327249109,-0.13847014703913207,3,3,2,8,Platinum,-0.13847014703913207,-1.01058617867655,-0.8023229540129545,0.4514756081262252
12465.0,-0.8786824812120329,-0.3336351651851919,-0.1572913782653315,3,1,2,6,Gold,-0.1572913782653315,0.4714472414142055,-1.3186207244207757,0.44154043076195437
12467.0,1.068636737407414,-0.4120776315035424,-0.19491124373634108,1,1,1,3,Bronze,-0.19491124373634108,0.4729964182359788,1.8176493950048658,0.18915472156135385
12468.0,-0.05850616006935949,-0.0983077662301405,0.017770175585138378,2,2,3,7,Gold,0.017770175585138378,-0.1807606485894312,-0.06488484416102015,0.3398834534304736
12469.0,1.5482720129294452,-0.3336351651851919,0.006252562646745201,1,1,3,5,Silver,0.0062525626467452005,-0.018740718303103848,2.3234599607281665,0.12981430173769665
12470.0,2.349262923051237,-0.4120776315035424,-0.1894913919879831,1,1,1,3,Bronze,-0.1894913919879831,0.4598439165372512,3.9958726677795933,0.024016981286338442
12471.0,-0.9506277725403376,5.0788950107809905,2.2026079389514006,3,3,3,9,Platinum,2.2026079389514006,0.43367857265722487,-0.156381673125525,0.5324955001892889
12472.0,-0.8067371898837282,0.9998867622267661,0.9254737990655126,3,3,3,9,Platinum,0.9254737990655126,0.9255786095262083,-0.4033914345157572,0.45641170577158313
12473.0,-0.7012174292688813,-0.2551926988668414,-0.026226147179706987,2,2,3,7,Gold,-0.026226147179706987,0.1027699745963018,-0.9414749670176982,0.42061213336607156
12474.0,-0.8786824812120329,1.7843114254102708,0.5740469140141151,3,3,3,9,Platinum,0.5740469140141151,0.32171901487551324,-0.31558340535939083,0.4719567837979939
12475.0,-0.7012174292688813,-0.3336351651851919,-0.13103437064804935,2,1,2,5,Silver,-0.13103437064804935,0.39274748084577865,-1.0523025715541534,0.418861113304474
12476.0,-0.8834788339672532,0.9214442959084156,0.6417666434526008,3,3,3,9,Platinum,0.6417666434526008,0.696479045236162,-0.459799347734702,0.4631217478993499
12477.0,-0.8499043646807111,0.21546209904326138,1.1844338362721503,3,3,3,9,Platinum,1.1844338362721503,5.497179511067209,-0.6992438228635056,0.45497141853863554
12478.0,-0.9410350670298969,-0.4120776315035424,-0.1666177687659804,3,1,2,6,Gold,-0.1666177687659804,0.4043358727287484,-1.6006110967277594,0.44859913603727963
12479.0,-0.9074605977433547,-0.4120776315035424,-0.17160211505483677,3,1,2,6,Gold,-0.17160211505483677,0.41643152147985885,-1.5435041195389088,0.44422849154202426
12480.0,-0.8259226009046094,0.058577166406560445,0.12706492699476207,3,3,3,9,Platinum,0.12706492699476207,2.169188692277393,-0.7802195504634596,0.44156445662995497
12481.0,-0.8499043646807111,0.6076744306350137,0.5623334605703485,3,3,3,9,Platinum,0.5623334605703485,0.9253860821208417,-0.5286545263676354,0.4545173419887803
12482.0,1.8024787089561216,1.6274264927735698,1.2984698452314434,1,3,3,7,Gold,1.2984698452314434,0.7978669703345579,0.6860244097841097,0.13013070331901164
12483.0,-0.8786824812120329,0.9998867622267661,0.07623746828024905,3,3,3,9,Platinum,0.07623746828024905,0.0762461022190821,-0.4393661170263797,0.45886799141499196
12484.0,-0.7923481316180673,0.21546209904326138,0.1776205371755924,3,3,3,9,Platinum,0.1776205371755924,0.8243702162203896,-0.6518904474617152,0.4394578570723451
12485.0,1.577050129460767,-0.4120776315035424,-0.15551717284777045,1,1,2,4,Silver,-0.15551717284777045,0.37739775459380537,2.682412192436031,0.12389366034143924
12486.0,1.1118039122043968,-0.4120776315035424,-0.14119342567504106,1,1,2,4,Silver,-0.14119342567504106,0.34263792761541173,1.8910726513905307,0.1840184323473453
12487.0,2.5459133860152705,-0.4120776315035424,-0.1844686993064662,1,1,1,3,Bronze,-0.1844686993064662,0.44765521155175936,4.33035639131429,-0.0013075786382917296
12488.0,-0.9122569504985751,-0.2551926988668414,-0.1187758506228939,3,2,2,7,Gold,-0.1187758506228939,0.46543592802735584,-1.2248227818264625,0.4470893886410343
12489.0,0.6513540477032468,-0.4120776315035424,-0.18353537549938953,1,1,1,3,Bronze,-0.18353537549938953,0.44539028927565505,1.1078912499434377,0.24306924242956596
12490.0,-0.9362387142746766,1.0783292285451165,0.3961600527329787,3,3,3,9,Platinum,0.39616005273297866,0.3673832093631353,-0.4504766142994908,0.46977132035452723
12491.0,-0.773162720597186,-0.4120776315035424,-0.1749437292723967,3,1,1,5,Silver,-0.1749437292723967,0.424540707618809,-1.3150762107835068,0.4268792595663489
12492.0,-0.6580502544718986,-0.2551926988668414,-0.16242568633977095,2,2,2,6,Gold,-0.16242568633977095,0.6364824975832245,-0.8835174594431783,0.4139498697923169
12493.0,-0.16402592068420635,-0.3336351651851919,-0.1780018540870735,2,1,1,4,Silver,-0.1780018540870735,0.5335224600448502,-0.24615032503897266,0.3491942032065944
12494.0,-0.8834788339672532,0.21546209904326138,-0.09424716970338254,3,3,2,8,Platinum,-0.09424716970338254,-0.4374187855863188,-0.7268666251812167,0.44902789037105806
12495.0,2.114241638045442,-0.4120776315035424,-0.1850096573457843,1,1,1,3,Bronze,-0.1850096573457843,0.4489679691439255,3.5961238274576397,0.05436716079218307
12496.0,2.013518230185815,-0.3336351651851919,-0.20030096617618012,1,1,1,3,Bronze,-0.20030096617618012,0.6003592758724893,3.021645388513635,0.06814497518306707
12497.0,-0.5669195521227126,-0.2551926988668414,0.2066097252699369,2,2,3,7,Gold,0.2066097252699369,-0.8096223998075472,-0.7611627212303028,0.4051605730633618
12498.0,-0.8594970701911516,-0.2551926988668414,-0.1800588641505059,3,2,1,6,Gold,-0.1800588641505059,0.7055799987618765,-1.1539858281242714,0.43979176175059753
12499.0,1.7257370648725967,-0.4120776315035424,-0.17950968902704628,1,1,1,3,Bronze,-0.17950968902704628,0.43562104638407956,2.9353145199866546,0.1045225300972677
12500.0,-0.8499043646807111,0.9214442959084156,0.1766659859011501,3,3,3,9,Platinum,0.1766659859011501,0.19172725544627967,-0.4423257892464144,0.4550540969600265
12501.0,0.6561504004584671,-0.4120776315035424,-0.06531481644101703,1,1,3,5,Silver,-0.06531481644101703,0.15850124211475322,1.1160493895418448,0.24340048088628374
12502.0,-0.4997706135496282,-0.0983077662301405,0.0011394820396713726,2,2,3,7,Gold,0.0011394820396713726,-0.011590966648594393,-0.5542585317166938,0.3966662258414899
12503.0,1.8408495309978843,-0.4120776315035424,-0.142650588596141,1,1,2,4,Silver,-0.142650588596141,0.3461740645219048,3.1311098703484284,0.08997093445142929
12504.0,-0.8738861284568126,-0.17675023254849095,-0.1568216349552401,3,2,2,7,Gold,-0.1568216349552401,0.8872499497969062,-1.0615078959111715,0.4427433333910514
12505.0,1.0014877988343296,-0.4120776315035424,-0.1501007448844714,1,1,2,4,Silver,-0.1501007448844714,0.36425356148743315,1.7034354406271648,0.19817596233615387
12506.0,0.15732971391555456,-0.4120776315035424,-0.1989718528162859,2,1,1,4,Silver,-0.1989718528162859,0.4828504087695803,0.2676028713074939,0.3066668319166456
12507.0,-0.31750920885125633,-0.17675023254849095,-0.10073935093221165,2,2,2,6,Gold,-0.10073935093221165,0.5699531450662961,-0.3856778603584097,0.3714297958332989
12508.0,-0.8355153064150501,-0.3336351651851919,-0.17673299934421724,3,1,1,5,Silver,-0.17673299934421724,0.5297193395250094,-1.2538406331829488,0.4358163099251036
12509.0,0.4019437044317905,-0.4120776315035424,-0.19315141821602777,1,1,1,3,Bronze,-0.19315141821602777,0.46872580176526124,0.6836679908262622,0.27516211668899904
12510.0,-0.27434203405427354,0.058577166406560445,0.004094893302578936,2,3,3,8,Platinum,0.004094893302578936,0.0699059642823611,-0.2591611105551741,0.36943090115200256
12511.0,1.0974148539387358,-0.4120776315035424,0.0071756150986449635,1,1,3,5,Silver,0.007175615098644964,-0.01741326039092049,1.866598232595309,0.187066538056557
12512.0,-0.6436611962062376,-0.3336351651851919,-0.19455311581917226,2,1,1,4,Silver,-0.19455311581917223,0.583131324634743,-0.9659291165703843,0.410926865935845
12513.0,-0.4182326167108829,-0.4120776315035424,-0.16577551764147247,2,1,2,5,Silver,-0.16577551764147247,0.4022919590092999,-0.7113738805013724,0.3811723437682217
